route_id,start_location,end_location,total_distance_km,estimated_travel_time_hr,season,day_type,transport_mode,destination_type,popularity_score,traffic_density,entry_fee,accommodation_cost,food_cost,user_budget,user_time_constraint_hr,preferred_transport_mode,preferred_destination,satisfaction_rating
1365,Chennai,Goa,328.5,8.29,Spring,Weekend,Walk,Museum,0.65,0.41,75,3018,1244,8150,14.5,Walk,Wildlife Park,3.64
1366,Kolkata,Goa,280.8,1.86,Spring,Weekday,Walk,Temple,0.67,0.14,80,1635,911,1218,9.6,Bus,Wildlife Park,1.08
1367,Mumbai,Goa,92.7,7.92,Spring,Weekday,Bike,Temple,0.6,0.96,261,2156,518,7015,11.0,Car,Hill Station,2.28
1368,Bangalore,Mahabalipuram,299.6,1.69,Spring,Weekend,Bus,Hill Station,0.32,0.8,211,1582,1101,2621,15.3,Train,Hill Station,1.67
1369,Bangalore,Agra,287.4,1.91,Spring,Weekday,Bus,Temple,0.32,0.97,116,1972,1444,6420,14.7,Bike,Museum,3.78
1370,Chennai,Agra,593.8,3.39,Summer,Weekend,Car,Beach,0.55,0.63,63,4385,1371,9488,2.2,Car,Wildlife Park,4.98
1371,Chennai,Shimla,593.7,8.68,Spring,Weekday,Bike,Museum,0.4,0.73,6,1844,903,3598,18.2,Walk,Temple,4.01
1372,Delhi,Goa,425.7,8.96,Winter,Weekend,Car,Wildlife Park,0.39,0.1,298,4074,1363,3167,14.4,Walk,Museum,1.71
1373,Bangalore,Goa,395.4,2.99,Spring,Weekday,Car,Hill Station,0.99,0.86,70,1352,1321,3319,19.4,Walk,Hill Station,1.37
1374,Chennai,Goa,593.4,1.8,Spring,Weekend,Car,Museum,0.25,0.73,161,1739,957,8207,2.9,Bus,Hill Station,2.4
1375,Delhi,Mahabalipuram,209.0,9.0,Summer,Weekend,Train,Hill Station,0.22,0.4,142,1309,405,8368,17.3,Car,Beach,1.3
1376,Kolkata,Ooty,139.1,11.06,Winter,Weekend,Train,Beach,0.79,0.51,296,625,1085,6411,18.5,Walk,Beach,2.22
1377,Chennai,Goa,195.5,6.07,Monsoon,Weekday,Bike,Beach,0.45,0.87,103,4510,493,5197,14.4,Bus,Temple,2.55
1378,Delhi,Shimla,12.6,7.78,Winter,Weekday,Train,Hill Station,0.34,0.29,4,886,317,7396,22.4,Car,Wildlife Park,1.58
1379,Chennai,Ooty,306.5,4.36,Summer,Weekend,Bike,Hill Station,0.66,0.46,218,1679,718,3896,16.6,Bus,Hill Station,2.02
1380,Bangalore,Shimla,564.3,11.4,Monsoon,Weekend,Bus,Beach,0.29,0.73,92,3940,622,7035,11.9,Bike,Hill Station,4.63
1381,Delhi,Ooty,106.2,2.32,Winter,Weekend,Walk,Wildlife Park,0.61,0.98,38,1738,1064,7006,5.6,Bus,Museum,4.06
1382,Mumbai,Agra,354.0,2.76,Spring,Weekend,Bus,Hill Station,0.63,0.65,167,1283,1460,2629,16.4,Train,Museum,4.33
1383,Kolkata,Shimla,529.6,8.6,Winter,Weekend,Walk,Wildlife Park,0.61,0.36,112,1363,1366,9756,4.8,Car,Museum,3.99
1384,Chennai,Ooty,529.8,9.31,Winter,Weekday,Train,Museum,0.75,0.88,215,2351,307,1907,12.1,Train,Wildlife Park,1.04
1385,Mumbai,Mahabalipuram,404.8,7.57,Spring,Weekday,Bus,Wildlife Park,0.76,0.79,40,1046,331,4111,12.1,Bus,Temple,3.01
1386,Kolkata,Mahabalipuram,273.9,1.57,Monsoon,Weekend,Bike,Museum,0.2,0.78,225,675,952,2390,19.7,Train,Hill Station,2.67
1387,Bangalore,Shimla,583.0,2.57,Summer,Weekday,Walk,Hill Station,0.28,0.53,294,1223,1388,2600,20.5,Bike,Museum,4.78
1388,Delhi,Shimla,79.2,7.23,Winter,Weekend,Bus,Museum,0.38,0.14,107,1729,1498,1563,7.0,Train,Hill Station,1.55
1389,Mumbai,Shimla,28.4,5.35,Summer,Weekend,Bike,Beach,0.58,0.52,75,4329,1129,1205,17.5,Bus,Temple,1.32
1390,Delhi,Ooty,365.7,3.41,Winter,Weekend,Train,Wildlife Park,0.24,0.14,168,556,684,6179,19.3,Train,Wildlife Park,1.59
1391,Bangalore,Ooty,72.2,6.8,Spring,Weekday,Walk,Wildlife Park,0.95,0.27,155,1401,1193,9041,15.6,Bike,Temple,1.56
1392,Mumbai,Goa,500.9,5.18,Monsoon,Weekday,Bus,Beach,0.62,0.75,19,1847,201,9006,11.9,Bike,Wildlife Park,4.24
1393,Chennai,Ooty,163.3,10.28,Spring,Weekday,Train,Hill Station,0.74,0.77,242,2452,1287,9023,15.6,Bus,Museum,1.47
1394,Delhi,Goa,170.0,2.37,Monsoon,Weekend,Bus,Wildlife Park,1.0,0.29,178,1057,516,5197,3.6,Bike,Hill Station,4.23
1395,Delhi,Shimla,398.4,2.73,Summer,Weekend,Car,Temple,0.77,0.21,64,4497,281,8597,22.0,Walk,Beach,1.36
1396,Bangalore,Mahabalipuram,490.2,3.53,Winter,Weekday,Walk,Temple,0.4,0.32,28,2527,1499,8606,2.2,Bus,Beach,4.41
1397,Mumbai,Ooty,120.6,4.33,Winter,Weekday,Bus,Hill Station,0.95,0.16,6,1577,1474,5776,8.7,Walk,Museum,1.55
1398,Delhi,Mahabalipuram,527.8,10.03,Winter,Weekday,Car,Museum,0.47,0.92,19,4661,911,1388,9.1,Car,Hill Station,4.57
1399,Bangalore,Shimla,35.3,1.82,Monsoon,Weekend,Car,Beach,0.63,0.67,300,695,695,3572,21.1,Car,Hill Station,2.11
1400,Bangalore,Goa,194.8,4.34,Monsoon,Weekend,Walk,Beach,0.9,0.67,54,4796,457,3811,7.0,Walk,Hill Station,4.83
1401,Kolkata,Mahabalipuram,565.7,5.45,Spring,Weekday,Train,Museum,0.75,0.56,70,1388,876,7243,11.4,Bus,Beach,4.12
1402,Chennai,Shimla,17.3,7.63,Winter,Weekday,Car,Beach,0.44,0.94,270,4558,755,5894,18.6,Train,Hill Station,3.15
1403,Chennai,Shimla,388.5,1.82,Spring,Weekday,Train,Museum,0.31,0.17,291,661,428,9147,6.5,Train,Temple,1.88
1404,Kolkata,Shimla,286.1,7.1,Summer,Weekday,Bus,Wildlife Park,0.73,0.43,9,2902,223,1244,10.6,Walk,Wildlife Park,2.44
1405,Delhi,Agra,512.0,4.5,Summer,Weekday,Walk,Hill Station,0.44,0.6,90,2917,1081,2607,4.6,Car,Beach,3.13
1406,Chennai,Mahabalipuram,500.5,9.22,Spring,Weekend,Train,Beach,0.29,0.59,297,3737,1147,5476,22.3,Train,Hill Station,2.67
1407,Kolkata,Agra,271.4,9.72,Monsoon,Weekday,Car,Hill Station,0.77,0.45,20,4624,835,3838,10.0,Train,Wildlife Park,1.61
1408,Delhi,Shimla,24.4,2.48,Spring,Weekend,Walk,Beach,0.48,0.66,171,4762,1202,5352,7.8,Bus,Wildlife Park,4.08
1409,Delhi,Goa,145.5,11.83,Spring,Weekend,Train,Beach,0.74,0.43,26,1701,436,2677,5.8,Walk,Temple,4.1
1410,Delhi,Mahabalipuram,280.8,5.82,Summer,Weekend,Bus,Temple,0.32,0.55,116,1876,1381,9420,15.1,Car,Museum,1.67
1411,Kolkata,Ooty,185.9,6.34,Summer,Weekend,Train,Hill Station,0.48,0.25,23,4057,1093,5247,6.3,Train,Beach,4.34
1412,Bangalore,Agra,92.0,3.76,Monsoon,Weekday,Walk,Wildlife Park,0.75,0.94,246,3908,328,1381,20.2,Train,Wildlife Park,1.92
1413,Delhi,Agra,473.9,6.57,Spring,Weekday,Train,Beach,0.66,0.17,182,4757,476,1596,15.3,Bike,Museum,1.83
1414,Mumbai,Goa,155.2,4.82,Spring,Weekend,Bus,Hill Station,0.34,0.72,105,3669,503,6354,15.8,Car,Museum,4.1
1415,Mumbai,Ooty,305.7,1.91,Spring,Weekend,Bike,Wildlife Park,0.32,0.7,125,4058,1271,1929,3.7,Walk,Wildlife Park,1.03
1416,Mumbai,Shimla,503.8,1.8,Monsoon,Weekend,Car,Hill Station,0.22,0.15,170,1806,921,7865,2.4,Train,Museum,4.45
1417,Delhi,Ooty,113.9,3.08,Spring,Weekend,Walk,Temple,0.45,0.87,134,3508,872,8668,21.6,Train,Wildlife Park,4.61
1418,Kolkata,Ooty,22.9,5.19,Summer,Weekday,Walk,Hill Station,0.25,0.86,91,4560,1383,2362,6.9,Bike,Museum,1.35
1419,Delhi,Ooty,363.1,6.12,Spring,Weekend,Train,Beach,0.25,0.44,97,4982,456,6919,20.2,Bus,Museum,2.05
1420,Delhi,Goa,282.5,10.08,Spring,Weekend,Car,Wildlife Park,0.68,0.85,255,1239,1000,9426,4.9,Walk,Hill Station,4.57
1421,Mumbai,Ooty,502.4,2.84,Spring,Weekend,Walk,Wildlife Park,0.61,0.26,199,904,722,7008,17.3,Car,Museum,3.59
1422,Mumbai,Ooty,253.8,7.27,Spring,Weekday,Car,Museum,0.94,0.59,108,1303,475,6926,5.3,Train,Beach,4.75
1423,Delhi,Goa,485.0,9.74,Winter,Weekend,Train,Wildlife Park,0.44,0.42,255,4137,294,3867,4.0,Car,Wildlife Park,1.17
1424,Delhi,Shimla,551.1,7.45,Summer,Weekend,Bus,Museum,0.23,0.43,39,2982,351,5816,12.3,Train,Beach,4.7
1425,Chennai,Agra,101.7,5.08,Spring,Weekday,Walk,Museum,0.68,0.4,81,3088,340,7428,22.0,Bike,Beach,4.14
1426,Bangalore,Goa,68.8,2.88,Summer,Weekday,Train,Hill Station,0.83,0.53,23,4645,1288,2438,2.4,Bus,Wildlife Park,3.38
1427,Kolkata,Mahabalipuram,140.8,6.69,Spring,Weekend,Train,Hill Station,0.47,0.94,133,2564,342,1872,10.4,Bus,Hill Station,2.89
1428,Kolkata,Mahabalipuram,443.7,9.98,Summer,Weekend,Train,Temple,0.68,0.32,195,3155,1332,6022,19.5,Car,Hill Station,1.56
1429,Chennai,Mahabalipuram,228.7,1.53,Monsoon,Weekend,Bike,Temple,0.47,0.31,52,1063,1281,7517,11.5,Walk,Wildlife Park,1.38
1430,Mumbai,Mahabalipuram,271.2,2.53,Monsoon,Weekday,Bike,Beach,0.54,0.66,63,2285,917,3607,6.1,Walk,Beach,4.18
1431,Delhi,Agra,28.7,11.91,Winter,Weekday,Walk,Hill Station,0.4,0.59,142,1747,598,4650,12.8,Bus,Museum,1.52
1432,Bangalore,Goa,37.9,9.48,Winter,Weekday,Car,Hill Station,0.97,0.82,57,2157,1278,8249,15.3,Train,Temple,4.83
1433,Kolkata,Goa,391.4,4.67,Spring,Weekday,Bus,Beach,0.27,0.65,99,4871,1286,2469,23.2,Train,Hill Station,2.29
1434,Delhi,Shimla,248.1,7.82,Summer,Weekend,Walk,Temple,0.44,0.92,190,1233,593,7974,22.9,Car,Museum,3.26
1435,Chennai,Agra,188.9,5.06,Monsoon,Weekend,Train,Temple,0.97,0.62,228,806,671,7443,15.3,Car,Wildlife Park,1.57
1436,Mumbai,Mahabalipuram,117.8,1.6,Summer,Weekday,Walk,Museum,0.52,0.95,272,750,1458,5384,17.0,Walk,Wildlife Park,3.64
1437,Chennai,Shimla,98.1,1.76,Summer,Weekday,Train,Beach,0.45,0.3,175,3676,693,3473,4.8,Bus,Beach,4.97
1438,Delhi,Shimla,219.8,1.57,Spring,Weekend,Train,Wildlife Park,0.82,0.54,112,4369,1068,8618,12.4,Car,Beach,2.13
1439,Chennai,Mahabalipuram,201.2,5.93,Winter,Weekend,Bus,Temple,0.29,0.31,107,2978,1233,8548,9.3,Bus,Temple,3.64
1440,Mumbai,Ooty,142.4,9.91,Summer,Weekday,Bike,Beach,0.92,0.91,270,4902,605,4884,2.1,Bike,Hill Station,2.45
1441,Chennai,Shimla,360.2,5.21,Winter,Weekday,Car,Museum,0.24,0.54,1,1531,885,2827,7.5,Bus,Museum,4.52
1442,Mumbai,Shimla,184.8,3.09,Winter,Weekday,Walk,Temple,0.37,0.3,241,3853,205,8421,12.6,Bike,Museum,2.94
1443,Bangalore,Ooty,488.0,11.7,Spring,Weekend,Walk,Hill Station,0.87,0.55,23,4390,1279,8699,21.3,Walk,Wildlife Park,1.12
1444,Kolkata,Ooty,371.8,2.02,Monsoon,Weekday,Walk,Hill Station,0.97,0.56,282,1799,872,2486,7.8,Car,Beach,3.02
1445,Kolkata,Shimla,275.0,5.11,Winter,Weekend,Walk,Hill Station,0.43,0.95,136,3206,1365,8534,15.0,Train,Temple,4.23
1446,Delhi,Ooty,283.7,7.48,Spring,Weekday,Car,Temple,0.21,0.37,218,2537,464,2821,6.3,Train,Temple,4.69
1447,Kolkata,Ooty,446.7,4.83,Summer,Weekday,Car,Beach,0.62,0.82,54,991,1031,9327,2.1,Bike,Wildlife Park,4.33
1448,Bangalore,Mahabalipuram,181.8,7.56,Summer,Weekday,Bus,Temple,0.35,0.64,164,4572,1174,7654,15.5,Train,Hill Station,2.09
1449,Chennai,Shimla,572.5,7.42,Spring,Weekday,Walk,Wildlife Park,0.39,0.13,214,1873,863,5786,19.8,Walk,Museum,4.97
1450,Chennai,Mahabalipuram,38.5,8.99,Summer,Weekend,Car,Temple,0.52,0.95,229,3522,501,9710,9.1,Bus,Temple,2.08
1451,Bangalore,Shimla,340.5,10.99,Summer,Weekend,Bike,Hill Station,0.29,0.83,63,3318,731,4363,4.7,Bike,Temple,4.21
1452,Bangalore,Agra,596.2,10.97,Winter,Weekend,Walk,Museum,0.53,0.31,61,3472,1238,5417,17.7,Bus,Museum,4.5
1453,Kolkata,Agra,417.5,7.76,Summer,Weekday,Car,Hill Station,0.98,0.44,280,3239,555,7842,20.3,Train,Wildlife Park,3.93
1454,Mumbai,Agra,66.6,2.67,Summer,Weekday,Train,Beach,0.57,0.42,53,4712,1483,2907,14.3,Train,Wildlife Park,4.71
1455,Kolkata,Agra,533.4,2.22,Spring,Weekday,Walk,Museum,0.81,0.13,132,4586,284,7364,3.8,Walk,Beach,1.33
1456,Kolkata,Agra,17.7,1.68,Winter,Weekday,Train,Museum,0.24,0.64,141,4208,1249,7776,19.9,Car,Museum,4.87
1457,Kolkata,Ooty,337.2,7.47,Spring,Weekend,Walk,Wildlife Park,0.63,0.86,255,2947,1030,2954,14.8,Bus,Temple,4.47
1458,Mumbai,Agra,267.5,1.16,Winter,Weekend,Bus,Beach,0.83,0.51,289,4354,558,1772,18.0,Bus,Hill Station,2.12
1459,Kolkata,Ooty,221.4,7.21,Monsoon,Weekday,Bus,Beach,0.76,0.52,300,4238,1166,4115,6.6,Walk,Hill Station,4.02
1460,Kolkata,Goa,228.2,11.54,Summer,Weekend,Bike,Museum,0.62,0.13,178,4560,866,6534,4.3,Bike,Wildlife Park,3.5
1461,Kolkata,Ooty,82.9,7.23,Monsoon,Weekday,Walk,Beach,0.22,0.79,76,2907,249,6849,21.4,Car,Beach,2.14
1462,Chennai,Ooty,373.8,1.91,Winter,Weekend,Walk,Wildlife Park,0.45,0.98,244,3694,1155,4451,2.8,Bus,Hill Station,3.58
1463,Delhi,Shimla,371.6,2.55,Spring,Weekend,Train,Temple,0.54,0.35,169,2552,277,5209,6.7,Bike,Museum,2.19
1464,Kolkata,Shimla,112.2,6.54,Spring,Weekday,Car,Beach,0.41,0.72,160,4613,1188,6037,8.7,Walk,Beach,4.99
1465,Mumbai,Shimla,445.2,5.91,Monsoon,Weekday,Bike,Temple,0.37,0.22,44,2302,1228,9463,21.7,Walk,Museum,1.68
1466,Bangalore,Shimla,134.0,7.66,Monsoon,Weekday,Walk,Temple,0.94,0.11,47,1272,1400,3828,19.1,Bike,Beach,1.1
1467,Chennai,Agra,382.1,5.6,Monsoon,Weekend,Car,Wildlife Park,0.28,0.9,102,1126,281,9845,20.3,Train,Hill Station,4.93
1468,Kolkata,Shimla,180.7,11.13,Monsoon,Weekend,Bus,Museum,0.76,0.19,222,2388,971,3386,22.3,Bus,Wildlife Park,4.23
1469,Delhi,Agra,424.9,3.55,Winter,Weekday,Walk,Wildlife Park,0.36,0.12,212,1103,570,8656,17.7,Walk,Wildlife Park,1.73
1470,Delhi,Mahabalipuram,258.0,7.3,Summer,Weekend,Bus,Beach,0.55,0.83,179,1496,662,6336,15.6,Train,Hill Station,3.98
1471,Chennai,Mahabalipuram,346.9,8.95,Summer,Weekday,Walk,Beach,0.87,0.23,6,2163,1343,1062,2.2,Bike,Museum,4.37
1472,Chennai,Agra,282.3,6.63,Winter,Weekday,Car,Hill Station,0.97,0.99,100,1920,728,3039,16.5,Bus,Temple,3.38
1473,Delhi,Ooty,454.5,10.07,Winter,Weekend,Train,Wildlife Park,0.76,0.37,28,4728,1150,4568,4.9,Bike,Museum,3.48
1474,Chennai,Ooty,128.0,11.11,Winter,Weekday,Car,Wildlife Park,0.99,0.5,13,1267,498,5636,16.0,Car,Wildlife Park,2.51
1475,Bangalore,Goa,578.2,10.1,Spring,Weekend,Bike,Hill Station,0.91,0.36,138,562,308,7127,4.1,Bus,Hill Station,1.27
1476,Chennai,Shimla,245.2,8.39,Winter,Weekend,Car,Museum,0.54,0.95,252,4534,1064,5709,3.2,Bike,Hill Station,3.54
1477,Mumbai,Shimla,405.3,7.09,Winter,Weekend,Car,Wildlife Park,0.85,0.23,211,710,671,2678,6.6,Train,Wildlife Park,2.7
1478,Mumbai,Agra,175.4,8.4,Monsoon,Weekend,Car,Hill Station,0.85,0.56,204,3132,893,1087,15.2,Train,Hill Station,4.76
1479,Mumbai,Goa,352.6,10.1,Monsoon,Weekend,Bike,Wildlife Park,0.85,0.87,107,3076,1150,3050,19.7,Bike,Museum,2.4
1480,Bangalore,Ooty,193.0,10.51,Summer,Weekday,Train,Hill Station,0.81,0.8,74,2522,641,5270,8.5,Walk,Beach,3.79
1481,Mumbai,Agra,216.3,5.7,Winter,Weekend,Walk,Temple,0.89,0.72,210,2643,428,5085,10.7,Train,Temple,4.35
1482,Mumbai,Shimla,124.2,10.53,Summer,Weekend,Train,Temple,0.61,0.3,157,1149,980,9231,10.6,Bus,Hill Station,4.04
1483,Mumbai,Agra,506.7,7.85,Monsoon,Weekend,Bus,Hill Station,0.3,0.87,153,1012,833,2001,13.9,Car,Hill Station,3.68
1484,Mumbai,Shimla,341.7,5.35,Monsoon,Weekend,Train,Wildlife Park,0.56,0.65,32,2318,1377,9509,16.2,Car,Beach,4.06
1485,Mumbai,Shimla,565.8,7.48,Spring,Weekday,Bus,Beach,0.97,0.76,82,969,386,9738,2.5,Car,Temple,4.18
1486,Kolkata,Goa,365.3,11.96,Spring,Weekday,Bike,Hill Station,0.23,0.97,38,2212,1140,9644,15.6,Car,Wildlife Park,4.28
1487,Mumbai,Ooty,136.5,8.06,Spring,Weekend,Bus,Temple,0.62,0.26,116,4606,838,8621,3.3,Car,Beach,3.73
1488,Delhi,Ooty,102.0,7.08,Monsoon,Weekend,Walk,Beach,0.89,0.42,34,2988,461,1283,12.2,Bus,Museum,3.1
1489,Mumbai,Ooty,378.1,10.96,Spring,Weekend,Train,Hill Station,0.9,0.32,17,2264,507,1380,21.0,Bike,Temple,2.02
1490,Delhi,Goa,557.6,5.59,Summer,Weekday,Bike,Wildlife Park,0.39,0.43,187,1427,991,3881,18.9,Train,Hill Station,2.14
1491,Chennai,Goa,251.3,3.77,Monsoon,Weekday,Walk,Museum,0.58,0.65,198,1800,688,4948,6.3,Walk,Temple,3.06
1492,Delhi,Agra,446.1,5.52,Winter,Weekend,Train,Beach,0.43,0.47,141,1238,934,6400,14.8,Bike,Hill Station,1.84
1493,Mumbai,Shimla,42.7,6.35,Summer,Weekend,Bike,Temple,0.94,0.4,91,4458,606,5119,11.0,Bike,Wildlife Park,2.78
1494,Mumbai,Goa,345.6,2.31,Spring,Weekend,Train,Museum,0.6,0.94,242,837,1285,6963,17.8,Walk,Hill Station,2.29
1495,Mumbai,Mahabalipuram,503.3,8.84,Spring,Weekday,Bus,Hill Station,0.89,1.0,268,2113,594,8976,8.3,Train,Beach,2.24
1496,Bangalore,Agra,236.9,10.41,Summer,Weekend,Bike,Hill Station,0.82,0.52,7,1970,1228,1772,2.4,Walk,Wildlife Park,4.0
1497,Delhi,Shimla,544.5,4.17,Summer,Weekend,Bike,Hill Station,0.24,0.26,184,4084,785,2369,7.3,Bike,Hill Station,3.23
1498,Chennai,Ooty,401.7,6.63,Monsoon,Weekend,Car,Temple,0.51,0.62,65,1318,808,3802,11.2,Bike,Temple,2.38
1499,Mumbai,Ooty,11.4,11.05,Spring,Weekend,Bike,Wildlife Park,0.41,0.79,94,2137,969,5790,10.1,Train,Hill Station,3.27
1035,Delhi,Shimla,414.2,7.78,Spring,Weekend,Bus,Historical Site,0.92,0.92,124,3192,937,2591,12.2,Walk,Temple,3.25
1122,Mumbai,Agra,41.1,10.28,Winter,Weekday,Bus,Historical Site,0.72,0.21,158,3470,784,7958,4.2,Bike,Museum,4.49
1153,Mumbai,Shimla,505.9,7.6,Spring,Weekday,Train,Historical Site,0.87,0.19,182,2348,795,7720,11.2,Bike,Beach,4.73
1176,Mumbai,Agra,458.2,5.51,Winter,Weekend,Bike,Historical Site,0.89,0.85,133,4409,1083,2572,11.8,Train,Hill Station,4.81
1186,Bangalore,Shimla,490.5,10.84,Winter,Weekend,Bus,Historical Site,0.75,0.95,12,2543,1052,1287,4.2,Bike,Museum,2.91
1187,Kolkata,Shimla,468.3,4.18,Winter,Weekday,Train,Historical Site,0.33,0.27,187,1274,271,2017,23.1,Walk,Beach,3.29
1189,Delhi,Shimla,190.5,5.46,Summer,Weekend,Car,Historical Site,0.96,0.32,63,3709,890,8081,15.7,Train,Wildlife Park,4.98
1206,Mumbai,Shimla,204.3,7.76,Spring,Weekday,Walk,Historical Site,0.26,0.55,5,4360,627,4289,22.5,Walk,Beach,2.49
1209,Kolkata,Shimla,531.6,1.35,Spring,Weekend,Bike,Historical Site,0.96,0.3,84,3632,1412,4345,17.7,Walk,Hill Station,3.73
1223,Bangalore,Agra,545.5,3.17,Spring,Weekend,Train,Historical Site,0.28,0.85,194,4926,1165,5480,2.5,Bike,Wildlife Park,4.76
1251,Bangalore,Shimla,546.9,4.28,Monsoon,Weekday,Train,Historical Site,0.85,0.2,246,1285,401,3435,16.5,Car,Hill Station,1.58
1253,Bangalore,Shimla,43.6,2.52,Summer,Weekend,Car,Historical Site,0.4,0.26,189,4078,1462,4632,15.4,Bus,Wildlife Park,2.83
1274,Delhi,Agra,274.1,4.48,Winter,Weekend,Bike,Historical Site,0.75,0.31,117,4988,318,4400,8.4,Bus,Hill Station,2.22
1284,Delhi,Agra,449.1,6.73,Winter,Weekend,Bus,Historical Site,0.62,0.62,76,1069,695,2276,18.0,Car,Beach,2.55
1289,Kolkata,Shimla,530.8,11.52,Monsoon,Weekend,Bus,Historical Site,0.66,0.78,143,2184,768,5123,13.0,Walk,Museum,1.64
1307,Chennai,Shimla,168.1,6.59,Spring,Weekend,Bike,Historical Site,0.24,0.38,90,1248,450,5572,19.1,Walk,Wildlife Park,4.67
1312,Bangalore,Agra,33.3,2.09,Spring,Weekday,Walk,Historical Site,1.0,0.31,62,3220,1178,8022,6.8,Bike,Museum,4.02
1313,Mumbai,Agra,500.6,5.84,Summer,Weekday,Walk,Historical Site,0.74,0.77,193,4053,1070,2102,12.0,Train,Hill Station,3.41
1331,Chennai,Shimla,82.2,7.2,Spring,Weekend,Train,Historical Site,0.54,0.38,103,3207,868,4929,8.4,Train,Museum,1.33
1332,Chennai,Agra,131.8,1.43,Monsoon,Weekday,Bus,Historical Site,0.42,0.14,200,3266,1378,9058,3.5,Walk,Temple,1.59
1341,Chennai,Agra,381.1,1.79,Spring,Weekend,Car,Historical Site,0.43,0.52,216,1061,301,4126,23.4,Bus,Beach,4.27
1349,Bangalore,Agra,157.7,10.24,Spring,Weekend,Walk,Historical Site,0.98,0.51,295,2500,634,1131,8.6,Bike,Beach,2.18
1357,Kolkata,Shimla,323.4,11.55,Winter,Weekend,Bike,Historical Site,0.24,0.78,148,2414,750,8604,13.2,Walk,Hill Station,2.83
1370,Chennai,Agra,593.8,3.39,Summer,Weekend,Car,Historical Site,0.55,0.63,63,4385,1371,9488,2.2,Car,Wildlife Park,4.98
1380,Bangalore,Shimla,564.3,11.4,Monsoon,Weekend,Bus,Historical Site,0.29,0.73,92,3940,622,7035,11.9,Bike,Hill Station,4.63
1389,Mumbai,Shimla,28.4,5.35,Summer,Weekend,Bike,Historical Site,0.58,0.52,75,4329,1129,1205,17.5,Bus,Temple,1.32
1399,Bangalore,Shimla,35.3,1.82,Monsoon,Weekend,Car,Historical Site,0.63,0.67,300,695,695,3572,21.1,Car,Hill Station,2.11
1402,Chennai,Shimla,17.3,7.63,Winter,Weekday,Car,Historical Site,0.44,0.94,270,4558,755,5894,18.6,Train,Hill Station,3.15
1408,Delhi,Shimla,24.4,2.48,Spring,Weekend,Walk,Historical Site,0.48,0.66,171,4762,1202,5352,7.8,Bus,Wildlife Park,4.08
1413,Delhi,Agra,473.9,6.57,Spring,Weekday,Train,Historical Site,0.66,0.17,182,4757,476,1596,15.3,Bike,Museum,1.83
1437,Chennai,Shimla,98.1,1.76,Summer,Weekday,Train,Historical Site,0.45,0.3,175,3676,693,3473,4.8,Bus,Beach,4.97
1454,Mumbai,Agra,66.6,2.67,Summer,Weekday,Train,Historical Site,0.57,0.42,53,4712,1483,2907,14.3,Train,Wildlife Park,4.71
1458,Mumbai,Agra,267.5,1.16,Winter,Weekend,Bus,Historical Site,0.83,0.51,289,4354,558,1772,18.0,Bus,Hill Station,2.12
1464,Kolkata,Shimla,112.2,6.54,Spring,Weekday,Car,Historical Site,0.41,0.72,160,4613,1188,6037,8.7,Walk,Beach,4.99
1485,Mumbai,Shimla,565.8,7.48,Spring,Weekday,Bus,Historical Site,0.97,0.76,82,969,386,9738,2.5,Car,Temple,4.18
1492,Delhi,Agra,446.1,5.52,Winter,Weekend,Train,Historical Site,0.43,0.47,141,1238,934,6400,14.8,Bike,Hill Station,1.84
